+, ,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+, , , ,+,-,+,-,+,-,+,-,+, ,+,-,+,-,+,-,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+,-,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+,-,+,-,+, ,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+,-,+,-,+, ,+,-,+, ,+,-,+, ,+,-,+,-,+,-,+,-,+, ,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+,-,+,-,+,-,+, ,+,-,+,-,+, ,+,-,+,-,+, ,+,-,+, ,+, ,+,-,+,-,+,-,+, ,+, ,+, ,+,-,+,-,+, ,+,-,+, ,+,-,+,-,+,-,+,-,+, ,+,-,+, ,+, ,+,-,+,-,+,-,+, ,+,-,+,-,+,-,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+,-,+,-,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+, , , ,+,-,+,-,+, ,+, ,+,-,+,-,+, ,+,-,+,-,+,#,+
|, ,|, ,|, , , ,|, ,|, , , , , ,|, ,|, , , , , , , , , , , , , , , ,|, , , , , , , ,|, ,|, , , ,|, ,|, , , , , ,|, , , , , , , ,|, , , ,|, ,|, ,|, ,|, ,|, , , ,|, ,|, , , ,|, ,|, ,|, , , , , ,|, ,|, , , , , ,|, ,|, ,|, ,|, , , ,|, ,|, ,|, , , , , , , ,|, , , ,|, , , ,|, , , , , , , ,|, ,|, ,|, ,|, , , ,|, ,|, ,|, ,|, , , , , ,|, ,|, , , ,|, ,|, , , , , ,|, ,|, ,|, , , , , ,|, , , ,|, ,|, , , , , ,|, ,|, ,|, ,|, , , ,|, , , , , , , , , ,|, , , ,|, , , , , ,|, , , ,|, , , ,|, ,|, ,|, , , , , ,|, , , ,|, , , , , ,|, ,|, , , ,|, , , ,|, , , ,|, , , ,|, , , , , , , , , ,|, , , , , ,|, ,|, , , , ,#,|
+, ,+, ,+,-,+, ,+, ,+,-,+,-,+,-,+, ,+,-,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+, , , ,+, ,+, ,+, ,+,-,+, ,+,-,+,-,+,-,+, ,+,-,+,-,+,-,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+,-,+,-,+, ,+, ,+,-,+, ,+,-,+, , , ,+,-,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+,-,+,-,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+, , , ,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+,-,+,-,+,-,+,-,+, ,+, ,+,-,+,-,+,-,+,-,+, ,+,-,+,-,+,-,+, ,+,-,+, ,+,-,+,-,+,-,+, , , ,+, ,+,-,+,-,+,#,+
|, ,|, ,|, , , ,|, , , ,|, , , , , , , , , , , ,|, ,|, ,|, , , ,|, , , , , , , ,|, , , , , ,|, , , ,|, , , , , , , ,|, , , , , , , , , ,|, ,|, , , , , , , ,|, ,|, ,|, , , ,|, , , , , ,|, ,|, , , ,|, , , , , ,|, ,|, ,|, ,|, ,|, , , , , , , , , , , , , ,|, ,|, , , ,|, , , , , , , , , , , ,|, ,|, ,|, , , , , ,|, ,|, , , , , ,|, ,|, ,|, , , ,|, ,|, , , ,|, ,|, , , ,|, , , ,|, , , ,|, , , , , ,|, , , ,|, ,|, ,|, , , ,|, , , , , , , , , ,|, , , , , ,|, ,|, , , , , , , ,|, ,|, , , , , , , , , ,|, ,|, , , , , , , ,|, ,|, , , ,|, ,|, , , ,|, ,|, ,|, , , ,|, , , ,|, , , , , , , ,|, , , ,|, , , , , , ,#,|
+, ,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+,-,+,-,+,-,+,-,+, ,+, ,+,-,+,-,+,-,+, ,+, ,+, ,+,-,+,-,+,-,+, ,+,-,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+,-,+, , , ,+, ,+, ,+, ,+, ,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+, ,+, ,+, ,+,-,+, ,+,-,+, ,+,-,+,-,+,-,+, ,+,-,+, ,+,-,+,-,+, ,+,-,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+, , , ,+, ,+, ,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+,-,+,-,+,-,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+, , , ,+,-,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+, ,+, ,+, ,+, ,+, ,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+,-,+, ,+, ,+, ,+,-,+, , , , ,#,+
|, , , ,|, , , , , ,|, ,|, ,|, , , , , , , , , , , ,|, , , ,|, ,|, , , ,|, ,|, , , , , ,|, , , , , , , ,|, , , ,|, , , , , ,|, ,|, , , , , , , , , , , ,|, , , ,|, , , ,|, , , , , ,|, , , , , , , , , , , ,|, ,|, , , ,|, , , , , ,|, , , , , , , , , , , , , , , ,|, , , , , ,|, , , ,|, , , ,|, , , ,|, ,|, , , ,|, , , ,|, , , , , ,|, ,|, ,|, , , , , , , ,|, , , ,|, , , ,|, ,|, , , , , ,|, , , ,|, , , ,|, ,|, , , ,|, ,|, , , ,|, , , ,|, , , , , ,|, ,|, ,|, ,|, ,|, ,|, ,|, , , , , , , , , ,|, , , ,|, , , ,|, , , , , ,|, ,|, ,|, ,|, ,|, , , ,|, ,|, ,|, , , ,|, , , , , , , , , ,|, ,|, , , ,|, , , , ,#,|
+, ,+,-,+, ,+,-,+, ,+, ,+,-,+, ,+,-,+,-,+,-,+,-,+,-,+,-,+, ,+, ,+, ,+,-,+,-,+,-,+,-,+, ,+, ,+,-,+,-,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+,-,+,-,+,-,+, ,+,-,+,-,+,-,+,-,+,-,+, ,+,-,+,-,+, ,+,-,+,-,+,-,+, ,+,-,+, ,+,-,+,-,+, ,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+, ,+,-,+, ,+, ,+, ,+, ,+, ,+, ,+, ,+, ,+,-,+, ,+, , , , , ,+, ,+,-,+,-,+,-,+,-,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+,-,+,-,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+, , , ,+,-,+, ,+,-,+,-,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+, ,+,-,+, ,+, ,+,-,+,#,+
|, ,|, , , ,|, , , , , , , , , ,|, , , , , , , , , ,|, , , ,|, ,|, ,|, , , , , , , ,|, , , ,|, , , ,|, , , ,|, , , ,|, , , ,|, , , , , , , ,|, , , , , , , ,|, , , , , ,|, , , , , ,|, , , ,|, , , , , , , ,|, , , ,|, ,|, , , ,|, , , ,|, , , , , , , , , , , ,|, , , ,|, , , , , , , ,|, ,|, , , ,|, ,|, , , ,|, ,|, ,|, ,|, , , , , ,|, ,|, , , , , , , ,|, , , ,|, , , ,|, , , ,|, , , , , , , ,|, , , ,|, ,|, , , , , , , ,|, , , , , ,|, ,|, ,|, ,|, ,|, ,|, ,|, , , ,|, , , , , , , ,|, , , ,|, ,|, ,|, , , , , ,|, , , ,|, , , ,|, , , ,|, ,|, , , ,|, , , , , , , ,|, , , ,|, ,|, , , , , ,|, , , ,|, ,|,#,#,#,|
+, ,+, ,+,-,+, ,+,-,+, ,+,-,+,-,+, ,+,-,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+, , , ,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+,-,+, ,+, ,+, , , ,+,-,+, ,+, ,+,-,+, ,+, , , ,+,-,+, ,+, ,+,-,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+,-,+,-,+, ,+,-,+, ,+, ,+,-,+,-,+,-,+, ,+,-,+,-,+,-,+,-,+,-,+, ,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+,-,+,-,+, ,+,-,+, ,+,-,+,-,+,-,+,-,+, ,+, ,+, ,+, ,+, , , ,+, , , ,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+,-,+, ,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+,-,+,-,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+, ,+, , , ,+, ,+,-,+, ,+,#,+,-,+
|, ,|, , , ,|, , , , , , , ,|, ,|, , , ,|, , , ,|, , , ,|, ,|, , , ,|, ,|, , , ,|, , , ,|, , , ,|, , , ,|, , , ,|, , , ,|, , , ,|, , , ,|, ,|, , , , , , , ,|, ,|, , , ,|, , , ,|, , , ,|, , , , , , , , , ,|, ,|, , , ,|, ,|, ,|, ,|, , , ,|, , , ,|, , , ,|, ,|, , , , , , , , , , , ,|, , , ,|, , , , , , , , , ,|, , , , , ,|, , , , , ,|, ,|, , , ,|, , , ,|, ,|, , , , , ,|, , , , , ,|, ,|, ,|, ,|, ,|, , , , , ,|, , , ,|, , , ,|, ,|, ,|, , , ,|, ,|, ,|, ,|, ,|, , , , , , , , , ,|, ,|, , , ,|, , , , , ,|, , , ,|, ,|, ,|, , , ,|, ,|, ,|, , , , , , , ,|, ,|, ,|, ,|, , , ,|, ,|, , , ,|, , , , , ,|,#,#,#,|
+, ,+,-,+,-,+, , , , , ,+, ,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+,-,+,-,+,-,+, ,+, ,+,-,+,-,+,-,+,-,+, ,+,-,+,-,+,-,+, ,+, ,+,-,+,-,+,-,+, ,+,-,+,-,+, ,+, , , ,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+,-,+,-,+, ,+,-,+, ,+, ,+,-,+, ,+,-,+,-,+,-,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+,-,+,-,+, ,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+,-,+, ,+, ,+,-,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+,-,+,-,+,-,+, ,+,-,+,-,+,#,+
|, ,|, , , , , , , , , ,|, ,|, , , ,|, , , ,|, ,|, , , ,|, , , ,|, , , ,|, , , ,|, , , ,|, , , , , , , ,|, ,|, ,|, , , , , , , ,|, , , , , , , , , , , ,|, , , ,|, , , , , ,|, ,|, ,|, ,|, ,|, , , , , , , , , ,|, , , , , ,|, ,|, , , ,|, , , ,|, , , ,|, ,|, ,|, ,|, , , ,|, , , , , , , , , ,|, ,|, , , , , , , , , , , ,|, , , ,|, ,|, , , ,|, ,|, , , , , ,|, ,|, ,|, , , , , ,|, , , ,|, ,|, ,|, , , ,|, , , , , , , ,|, , , , , ,|, ,|, , , ,|, , , , , ,|, ,|, , , ,|, ,|, , , , , ,|, ,|, , , , , , , ,|, , , ,|, , , ,|, , , ,|, , , ,|, , , ,|, , , , , ,|, , , ,|, , , , , ,|, , , ,|, , , ,|, , , , , ,|,#,|
+, ,+, ,+,-,+,-,+,-,+,-,+, ,+,-,+,-,+,-,+,-,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+,-,+,-,+,-,+,-,+, ,+, ,+, ,+,-,+,-,+, ,+,-,+,-,+, ,+,-,+,-,+,-,+, ,+, ,+,-,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+,-,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+, , , ,+,-,+,-,+, ,+, ,+,-,+,-,+, ,+,-,+, ,+, ,+,-,+, ,+,-,+, ,+,-,+, ,+,-,+,-,+,-,+, ,+, ,+,-,+,-,+,-,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+,-,+,-,+,-,+, ,+,-,+, ,+,-,+,-,+, ,+, ,+,-,+,-,+, ,+, , , ,+, ,+, ,+,-,+,-,+,-,+, ,+, ,+,-,+, , , ,+,-,+,-,+, ,+,-,+, ,+,-,+, ,+, ,+,-,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+,-,+,-,+,#,+
|, , , ,|, , , ,|, , , ,|, , , , , , , , , ,|, ,|, , , ,|, ,|, , , , , ,|, ,|, , , ,|, , , ,|, , , , , ,|, , , , , , , , , , , , , , , , , , , , , , , ,|, ,|, ,|, , , ,|, , , ,|, , , ,|, ,|, , , ,|, , , ,|, , , ,|, ,|, ,|, ,|, , , , , , , , , ,|, , , , , ,|, , , ,|, ,|, , , , , ,|, , , ,|, ,|, , , , , ,|, ,|, ,|, , , , , ,|, , , ,|, , , ,|, , , , , , , , , ,|, , , ,|, , , ,|, , , ,|, , , ,|, , , ,|, , , ,|, , , , , ,|, , , ,|, , , , , , , ,|, ,|, , , , , ,|, , , , , ,|, ,|, , , , , ,|, , , , , ,|, , , , , , , , , ,|, , , , , , , ,|, ,|, ,|, , , ,|, , , , , ,|, , , ,|, , , ,|, , , ,|, , , ,|,#,|
+,-,+,-,+, ,+, ,+, ,+,-,+,-,+,-,+,-,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+,-,+, ,+, ,+,-,+,-,+, ,+,-,+,-,+,-,+,-,+,-,+, , , ,+,-,+,-,+, , , ,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+,-,+, ,+,-,+, ,+,-,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+,-,+,-,+, ,+,-,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+,-,+,-,+, ,+,-,+, , , ,+, ,+,-,+,-,+,-,+,-,+, , , ,+, ,+,-,+, , , ,+, , , ,+,-,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+, , , , , ,+, ,+,-,+,-,+,-,+, ,+, ,+,-,+, ,+,-,+,-,+,-,+, ,+, , , ,+,-,+, ,+,-,+,-,+,-,+, ,+,-,+,-,+, ,+,-,+, ,+, ,+, ,+,-,+, ,+,-,+, ,+,-,+, ,+,-,+, ,+,-,+,-,+, , , ,+,#,+
|, , , , , ,|, , , , , , , , , , , , , , , , , ,|, , , , , , , ,|, , , ,|, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,|, , , , , , , , , ,|, , , ,|, , , , , ,|, , , ,|, , , , , , , , , ,|, , , , , ,|, , , , , , , , , , , , , , , ,|, , , ,|, , , ,|, , , , , ,|, , , , , , , , , ,|, , , ,|, , , , , , , , , , , ,|, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,|, , , , , , , , , ,|, , , , , , , ,|, , , , , , , , , ,|, , , ,|, , , , , , , , , , , , , ,|, , , ,|, , , , , , , , , , , , , , , , , ,|, , , , , , , ,|, , , , , , , , , ,|, , , , , , , , , , ,X,|
+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+
